GEOID,county,tract,ma_lf_b12,un_w16-50_b12_lf,total_lf_b12
06067008703,067,008703,31,0,31
06067008704,067,008704,46,0,46
06067008705,067,008705,119,0,119
06067008801,067,008801,28,0,28
06067009010,067,009010,33,0,33
06067009011,067,009011,23,0,23
06067009201,067,009201,10,6,16
06067009324,067,009324,12,5,17
06067009325,067,009325,0,0,0
06067009326,067,009326,36,0,36
06067009328,067,009328,36,12,48
06067009329,067,009329,5,0,5
06067009330,067,009330,11,27,38
06073000600,073,000600,17,0,17
06073012003,073,012003,6,4,10
06073013203,073,013203,47,18,65
06073013204,073,013204,11,6,17
06073013301,073,013301,19,0,19
06073013303,073,013303,48,0,48
06067009331,067,009331,52,0,52
06067009332,067,009332,7,6,13
06067009407,067,009407,25,67,92
06067009408,067,009408,23,0,23
06067009622,067,009622,87,21,108
06067009630,067,009630,74,0,74
06067009632,067,009632,52,0,52
06067009633,067,009633,40,0,40
06067009634,067,009634,0,8,8
06067009635,067,009635,44,31,75
06067009636,067,009636,103,0,103
06067009637,067,009637,74,0,74
06067009638,067,009638,29,0,29
06067009639,067,009639,27,29,56
06067009900,067,009900,0,0,0
06037189102,037,189102,13,0,13
06037189201,037,189201,0,0,0
06037189202,037,189202,15,0,15
06037189903,037,189903,0,0,0
06037189904,037,189904,0,0,0
06037189905,037,189905,9,0,9
06037190201,037,190201,0,0,0
06037190202,037,190202,0,17,17
06037190401,037,190401,0,0,0
06037190402,037,190402,0,0,0
06037190801,037,190801,4,0,4
06037702803,037,702803,9,18,27
06037900806,037,900806,20,0,20
06037271500,037,271500,30,0,30
06037277200,037,277200,4,21,25
06037201401,037,201401,4,29,33
06037400304,037,400304,0,0,0
06037294110,037,294110,38,12,50
06037296300,037,296300,3,19,22
06037297000,037,297000,16,0,16
06037301203,037,301203,21,0,21
06037310703,037,310703,15,0,15
06037400602,037,400602,0,24,24
06037575901,037,575901,0,40,40
06037199800,037,199800,12,33,45
06037201504,037,201504,0,5,5
06037204820,037,204820,0,10,10
06037206200,037,206200,8,0,8
06037208720,037,208720,0,0,0
06037211802,037,211802,0,0,0
06037212204,037,212204,15,13,28
06037212303,037,212303,4,0,4
06037212306,037,212306,0,0,0
06037213310,037,213310,0,0,0
06037214000,037,214000,19,0,19
06071005100,071,005100,47,40,87
06071006402,071,006402,0,50,50
06071008402,071,008402,0,0,0
06071009400,071,009400,30,31,61
06071009707,071,009707,0,0,0
06071009708,071,009708,0,9,9
06071009711,071,009711,44,0,44
06071009714,071,009714,9,6,15
06071003200,071,003200,0,54,54
06037920037,037,920037,0,117,117
06037920042,037,920042,52,100,152
06037920107,037,920107,45,0,45
06037920328,037,920328,0,0,0
06037900804,037,900804,14,60,74
06037551201,037,551201,0,0,0
06037551600,037,551600,0,0,0
06037900704,037,900704,18,42,60
06037900805,037,900805,0,32,32
06037900900,037,900900,10,0,10
06037910206,037,910206,18,7,25
06037910301,037,910301,12,0,12
06037910502,037,910502,0,0,0
06037910707,037,910707,0,0,0
06037920017,037,920017,26,0,26
06037543701,037,543701,35,0,35
06037543702,037,543702,53,0,53
06037543801,037,543801,57,11,68
06037551300,037,551300,16,24,40
06037120107,037,120107,9,0,9
06037120108,037,120108,19,12,31
06037121101,037,121101,46,0,46
06037121102,037,121102,8,8,16
06059063008,059,063008,0,0,0
06037310501,037,310501,7,35,42
06037302505,037,302505,12,0,12
06037302506,037,302506,0,0,0
06037310601,037,310601,24,0,24
06037310602,037,310602,28,0,28
06037320201,037,320201,0,10,10
06037132501,037,132501,48,6,54
06037132502,037,132502,0,12,12
06037134001,037,134001,19,25,44
06037134521,037,134521,13,9,22
06037134903,037,134903,18,46,64
06037134002,037,134002,23,0,23
06037134423,037,134423,0,0,0
06037134424,037,134424,3,0,3
06037134522,037,134522,0,29,29
06059052423,059,052423,34,0,34
06059052519,059,052519,65,0,65
06065030502,065,030502,0,14,14
06065031703,065,031703,10,0,10
06037242000,037,242000,0,52,52
06037242700,037,242700,9,69,78
06037267200,037,267200,13,0,13
06037267600,037,267600,12,0,12
06037402301,037,402301,18,9,27
06037402403,037,402403,25,21,46
06037134302,037,134302,13,0,13
06037134303,037,134303,34,0,34
06037134421,037,134421,11,13,24
06037134520,037,134520,0,32,32
06037135111,037,135111,64,0,64
06059074407,059,074407,24,19,43
06059074802,059,074802,33,60,93
06059075100,059,075100,37,28,65
06065046800,065,046800,26,0,26
06065046900,065,046900,11,0,11
06065047000,065,047000,0,9,9
06065047201,065,047201,0,0,0
06065047202,065,047202,0,0,0
06065047900,065,047900,94,13,107
06065048100,065,048100,41,28,69
06065048200,065,048200,39,10,49
06065048300,065,048300,19,0,19
06065048700,065,048700,75,0,75
06065048800,065,048800,27,21,48
06037463900,037,463900,0,0,0
06037464200,037,464200,81,0,81
06037297120,037,297120,40,0,40
06037297400,037,297400,0,0,0
06037300501,037,300501,34,0,34
06037300502,037,300502,0,0,0
06037301000,037,301000,64,0,64
06037301602,037,301602,12,0,12
06037302301,037,302301,11,0,11
06037311200,037,311200,20,0,20
06037400800,037,400800,19,0,19
06037401704,037,401704,0,33,33
06037401800,037,401800,0,0,0
06037541801,037,541801,13,0,13
06037542200,037,542200,16,55,71
06037542402,037,542402,0,0,0
06037542700,037,542700,8,45,53
06037543305,037,543305,0,16,16
06037543501,037,543501,29,15,44
06037543903,037,543903,0,26,26
06037550000,037,550000,0,11,11
06037401902,037,401902,14,0,14
06037403500,037,403500,3,0,3
06037555002,037,555002,20,0,20
06037572301,037,572301,21,37,58
06037575102,037,575102,19,5,24
06037600911,037,600911,0,17,17
06037603600,037,603600,29,0,29
06037621002,037,621002,6,19,25
06037700400,037,700400,45,17,62
06037702501,037,702501,93,0,93
06037900705,037,900705,26,16,42
06037463102,037,463102,27,0,27
06037482402,037,482402,18,0,18
06037533401,037,533401,0,7,7
06037534301,037,534301,48,0,48
06037542000,037,542000,3,0,3
06001433700,001,433700,76,10,86
06001407300,001,407300,0,12,12
06001421500,001,421500,6,0,6
06073009704,073,009704,74,0,74
06073008800,073,008800,27,22,49
06073009106,073,009106,19,0,19
06073008311,073,008311,0,0,0
06073013606,073,013606,0,15,15
06073013802,073,013802,5,0,5
06073013905,073,013905,34,0,34
06073014200,073,014200,20,0,20
06073014300,073,014300,46,0,46
06073015200,073,015200,0,0,0
06065043266,065,043266,29,26,55
06065043267,065,043267,38,23,61
06065043270,065,043270,0,0,0
06065043271,065,043271,34,0,34
06065043272,065,043272,11,0,11
06065043276,065,043276,15,0,15
06065043278,065,043278,0,11,11
06065043279,065,043279,43,10,53
06065043291,065,043291,30,35,65
06065043316,065,043316,6,0,6
06065043317,065,043317,0,0,0
06065043512,065,043512,56,12,68
06065043513,065,043513,7,0,7
06065043517,065,043517,50,0,50
06065043274,065,043274,4,0,4
06065043810,065,043810,0,21,21
06065043811,065,043811,0,45,45
06065043812,065,043812,0,0,0
06065043814,065,043814,0,0,0
06065043601,065,043601,5,39,44
06065043602,065,043602,61,0,61
06065043813,065,043813,0,38,38
06065043818,065,043818,10,0,10
06065043820,065,043820,54,0,54
06065031401,065,031401,19,63,82
06065040807,065,040807,48,0,48
06065041001,065,041001,0,0,0
06037277000,037,277000,59,0,59
06037291130,037,291130,9,9,18
06073013307,073,013307,56,52,108
06073013401,073,013401,42,12,54
06073013415,073,013415,0,0,0
06073005700,073,005700,7,0,7
06073005800,073,005800,24,0,24
06073006801,073,006801,0,10,10
06073018611,073,018611,51,12,63
06073019203,073,019203,7,0,7
06073019501,073,019501,6,13,19
06073019804,073,019804,4,0,4
06073019805,073,019805,59,0,59
06073020018,073,020018,31,0,31
06073020108,073,020108,12,88,100
06073020401,073,020401,6,6,12
06073020404,073,020404,7,0,7
06073020709,073,020709,44,0,44
06073007800,073,007800,28,0,28
06073008002,073,008002,68,0,68
06073008349,073,008349,43,10,53
06073008353,073,008353,18,0,18
06073008357,073,008357,48,0,48
06073008503,073,008503,25,0,25
06073008506,073,008506,22,0,22
06073008901,073,008901,27,19,46
06073009107,073,009107,0,27,27
06073009901,073,009901,5,4,9
06073010109,073,010109,6,31,37
06073011100,073,011100,29,0,29
06073012101,073,012101,7,3,10
06073020025,073,020025,17,0,17
06073020017,073,020017,0,12,12
06073020022,073,020022,131,0,131
06073020023,073,020023,34,0,34
06073020105,073,020105,54,34,88
06073020210,073,020210,19,0,19
06073020710,073,020710,4,0,4
06073020109,073,020109,0,19,19
06037212202,037,212202,37,0,37
06037432500,037,432500,0,22,22
06037433802,037,433802,7,8,15
06037462900,037,462900,65,9,74
06037404302,037,404302,17,16,33
06037433402,037,433402,0,16,16
06037461000,037,461000,0,0,0
06037480702,037,480702,7,15,22
06037530302,037,530302,23,13,36
06037532102,037,532102,0,40,40
06037201503,037,201503,22,38,60
06037207400,037,207400,5,0,5
06037208903,037,208903,30,27,57
06037209200,037,209200,0,8,8
06037210010,037,210010,0,0,0
06037211420,037,211420,21,0,21
06037212203,037,212203,11,18,29
06037212610,037,212610,34,0,34
06037214400,037,214400,17,0,17
06037214600,037,214600,0,0,0
06037218120,037,218120,33,0,33
06037218500,037,218500,16,6,22
06037221210,037,221210,8,0,8
06037221302,037,221302,0,0,0
06037224200,037,224200,19,18,37
06037463500,037,463500,41,0,41
06037460900,037,460900,39,44,83
06037461100,037,461100,10,27,37
06037461700,037,461700,11,7,18
06037480101,037,480101,0,0,0
06037480802,037,480802,0,0,0
06037501504,037,501504,39,11,50
06037501600,037,501600,20,5,25
06037530203,037,530203,0,56,56
06037530400,037,530400,12,14,26
06037531201,037,531201,0,17,17
06037531202,037,531202,0,0,0
06037531800,037,531800,0,36,36
06059021807,059,021807,21,28,49
06059021825,059,021825,30,0,30
06059032034,059,032034,55,0,55
06059086903,059,086903,15,37,52
06059088002,059,088002,28,27,55
06059088202,059,088202,13,10,23
06001406000,001,406000,0,0,0
06001406100,001,406100,0,0,0
06001406500,001,406500,48,0,48
06001407500,001,407500,12,23,35
06001407900,001,407900,49,0,49
06001408100,001,408100,48,19,67
06001408500,001,408500,109,38,147
06001408700,001,408700,19,64,83
06001409200,001,409200,6,7,13
06001409500,001,409500,12,0,12
06001409600,001,409600,4,16,20
06001410200,001,410200,0,64,64
06001421300,001,421300,14,11,25
06001421700,001,421700,46,0,46
06001422000,001,422000,37,16,53
06001422300,001,422300,65,0,65
06001422800,001,422800,0,0,0
06001423602,001,423602,0,0,0
06001427100,001,427100,25,0,25
06001430500,001,430500,47,0,47
06001430600,001,430600,32,15,47
06001430700,001,430700,19,8,27
06001400200,001,400200,13,0,13
06001401100,001,401100,29,0,29
06001401400,001,401400,13,0,13
06059052515,059,052515,20,0,20
06059052517,059,052517,198,0,198
06059052518,059,052518,0,15,15
06037501503,037,501503,0,0,0
06037530003,037,530003,12,0,12
06037530902,037,530902,0,12,12
06037531604,037,531604,17,0,17
06037533105,037,533105,0,0,0
06037533106,037,533106,0,3,3
06037310100,037,310100,56,0,56
06037310400,037,310400,16,0,16
06037320300,037,320300,13,37,50
06001400700,001,400700,19,0,19
06001402700,001,402700,0,14,14
06001402900,001,402900,0,0,0
06001403400,001,403400,61,0,61
06001404600,001,404600,53,0,53
06001406201,001,406201,41,24,65
06001406800,001,406800,55,1,56
06001407800,001,407800,8,0,8
06001408000,001,408000,23,0,23
06001408200,001,408200,12,20,32
06001409900,001,409900,48,0,48
06001420200,001,420200,31,0,31
06037401603,037,401603,17,0,17
06037401701,037,401701,8,0,8
06037121221,037,121221,14,0,14
06037121222,037,121222,0,38,38
06037121801,037,121801,0,0,0
06037121802,037,121802,10,7,17
06037122121,037,122121,0,0,0
06037122122,037,122122,0,26,26
06037123901,037,123901,0,16,16
06037123902,037,123902,21,0,21
06037124103,037,124103,0,0,0
06037124104,037,124104,21,0,21
06037124105,037,124105,0,0,0
06059042333,059,042333,0,0,0
06059052404,059,052404,0,0,0
06059052415,059,052415,0,0,0
06059052418,059,052418,114,0,114
06059052419,059,052419,36,15,51
06059052421,059,052421,22,17,39
06073013310,073,013310,136,0,136
06073013314,073,013314,107,67,174
06073013420,073,013420,31,7,38
06073013421,073,013421,11,0,11
06001420500,001,420500,29,6,35
06001421600,001,421600,50,0,50
06001421900,001,421900,32,0,32
06001422200,001,422200,27,0,27
06001435700,001,435700,37,0,37
06001436100,001,436100,26,0,26
06001438204,001,438204,8,0,8
06001440333,001,440333,33,0,33
06001440334,001,440334,65,11,76
06001440335,001,440335,164,0,164
06001440336,001,440336,28,30,58
06001441523,001,441523,68,0,68
06001441524,001,441524,50,0,50
06001441924,001,441924,51,0,51
06001441925,001,441925,123,34,157
06001441926,001,441926,30,4,34
06001441927,001,441927,83,0,83
06001442301,001,442301,54,0,54
06001442601,001,442601,0,33,33
06001442602,001,442602,9,10,19
06001443104,001,443104,12,0,12
06001443105,001,443105,37,0,37
06001442302,001,442302,8,0,8
06037262501,037,262501,11,0,11
06037262604,037,262604,0,0,0
06037262704,037,262704,0,0,0
06037262706,037,262706,11,0,11
06037262802,037,262802,10,0,10
06059074702,059,074702,13,22,35
06059075405,059,075405,0,0,0
06059075604,059,075604,37,0,37
06059075607,059,075607,18,0,18
06073014901,073,014901,9,0,9
06073016503,073,016503,22,25,47
06073016504,073,016504,93,41,134
06073003501,073,003501,0,16,16
06073005200,073,005200,17,0,17
06073006000,073,006000,41,0,41
06073005000,073,005000,5,33,38
06073006200,073,006200,0,0,0
06073007600,073,007600,16,0,16
06073017047,073,017047,21,0,21
06073017107,073,017107,7,0,7
06073018504,073,018504,40,0,40
06073018509,073,018509,10,0,10
06073018517,073,018517,0,0,0
06073018612,073,018612,0,9,9
06037553801,037,553801,0,0,0
06037554511,037,554511,0,0,0
06037554515,037,554515,7,0,7
06037554517,037,554517,0,0,0
06037554519,037,554519,22,0,22
06037554900,037,554900,0,19,19
06037555103,037,555103,21,0,21
06037570501,037,570501,19,15,34
06037570502,037,570502,21,21,42
06037571200,037,571200,28,31,59
06037571300,037,571300,33,0,33
06037571900,037,571900,20,45,65
06037572302,037,572302,30,19,49
06037572500,037,572500,37,39,76
06037573403,037,573403,23,0,23
06037574300,037,574300,68,0,68
06037575101,037,575101,17,0,17
06037575803,037,575803,22,35,57
06037291220,037,291220,31,6,37
06037294410,037,294410,33,9,42
06037296210,037,296210,0,48,48
06037134103,037,134103,70,0,70
06037432902,037,432902,11,0,11
06037433602,037,433602,9,11,20
06037920108,037,920108,86,9,95
06037920112,037,920112,28,0,28
06037920326,037,920326,59,0,59
06037101300,037,101300,12,0,12
06037480500,037,480500,23,0,23
06037481101,037,481101,17,24,41
06037481401,037,481401,0,0,0
06037481902,037,481902,0,0,0
06037208401,037,208401,25,0,25
06037208402,037,208402,19,0,19
06037208501,037,208501,16,0,16
06037208502,037,208502,12,0,12
06037208801,037,208801,0,20,20
06071012300,071,012300,0,0,0
06071012400,071,012400,0,0,0
06071012500,071,012500,12,57,69
06071012700,071,012700,7,0,7
06071025000,071,025000,34,160,194
06071025100,071,025100,0,6,6
06071980100,071,980100,0,0,0
06071980200,071,980200,0,0,0
06073000202,073,000202,23,0,23
06073002712,073,002712,62,0,62
06073003305,073,003305,6,6,12
06085510801,085,510801,0,0,0
06085510803,085,510803,9,0,9
06085511500,085,511500,33,0,33
06085503703,085,503703,6,0,6
06085503708,085,503708,34,9,43
06085504002,085,504002,44,10,54
06085502601,085,502601,0,0,0
06085502907,085,502907,18,0,18
06085503208,085,503208,25,0,25
06085503315,085,503315,14,15,29
06085505800,085,505800,21,0,21
06037103300,037,103300,21,16,37
06037104401,037,104401,5,6,11
06037104500,037,104500,0,30,30
06037107020,037,107020,0,0,0
06085512033,085,512033,98,51,149
06085512035,085,512035,25,0,25
06037102104,037,102104,75,0,75
06037102107,037,102107,4,32,36
06037101122,037,101122,0,0,0
06037102105,037,102105,6,0,6
06037102103,037,102103,9,19,28
06037104124,037,104124,10,0,10
06037104108,037,104108,0,27,27
06037104203,037,104203,30,0,30
06073019107,073,019107,23,1,24
06073020020,073,020020,90,22,112
06073007200,073,007200,19,0,19
06073015302,073,015302,0,0,0
06073016401,073,016401,14,5,19
06073016613,073,016613,17,0,17
06059110111,059,110111,21,17,38
06059110113,059,110113,0,0,0
06059110605,059,110605,39,0,39
06059052416,059,052416,23,23,46
06059052426,059,052426,225,18,243
06059062632,059,062632,0,0,0
06059042206,059,042206,19,0,19
06059052522,059,052522,18,0,18
06059063009,059,063009,8,6,14
06059063907,059,063907,27,13,40
06059074601,059,074601,30,10,40
06059001707,059,001707,34,0,34
06001420100,001,420100,6,0,6
06001422900,001,422900,23,0,23
06001436800,001,436800,7,0,7
06001436401,001,436401,102,0,102
06001410400,001,410400,23,6,29
06059089001,059,089001,9,24,33
06059075702,059,075702,32,0,32
06059086801,059,086801,50,24,74
06059087602,059,087602,73,25,98
06059088601,059,088601,14,25,39
06059099238,059,099238,14,0,14
06059099310,059,099310,22,4,26
06059110106,059,110106,0,14,14
06059062628,059,062628,18,0,18
06037401901,037,401901,0,0,0
06037402801,037,402801,0,14,14
06037403304,037,403304,0,0,0
06037403316,037,403316,35,0,35
06037403320,037,403320,30,0,30
06037403404,037,403404,0,0,0
06037403406,037,403406,0,0,0
06037403801,037,403801,18,0,18
06037650001,037,650001,0,42,42
06037650501,037,650501,14,0,14
06037651102,037,651102,35,0,35
06037300702,037,300702,15,0,15
06037300902,037,300902,21,0,21
06037403902,037,403902,43,0,43
06037404301,037,404301,0,33,33
06037404803,037,404803,7,9,16
06037404903,037,404903,0,0,0
06037190520,037,190520,35,0,35
06037190901,037,190901,44,0,44
06037191203,037,191203,0,25,25
06037191610,037,191610,0,0,0
06037191810,037,191810,18,0,18
06073017051,073,017051,17,0,17
06073017053,073,017053,14,0,14
06073017054,073,017054,23,0,23
06073017052,073,017052,46,0,46
06073017055,073,017055,79,0,79
06073017109,073,017109,0,0,0
06073017110,073,017110,49,0,49
06037301300,037,301300,5,0,5
06037123303,037,123303,0,0,0
06037123420,037,123420,3,36,39
06037127300,037,127300,37,51,88
06037127520,037,127520,66,44,110
06037128303,037,128303,0,0,0
06037131100,037,131100,7,0,7
06037407602,037,407602,5,10,15
06037407801,037,407801,17,0,17
06037407802,037,407802,11,15,26
06037408003,037,408003,57,8,65
06037408004,037,408004,0,7,7
06037408005,037,408005,0,0,0
06037408006,037,408006,0,22,22
06037408136,037,408136,19,0,19
06073017813,073,017813,0,0,0
06073018613,073,018613,18,33,51
06073019808,073,019808,49,0,49
06037408137,037,408137,6,25,31
06037408138,037,408138,29,0,29
06037408139,037,408139,27,22,49
06037408140,037,408140,4,36,40
06037408141,037,408141,12,37,49
06037408504,037,408504,8,5,13
06037408505,037,408505,0,7,7
06037408630,037,408630,27,16,43
06037408631,037,408631,41,0,41
06065940500,065,940500,0,0,0
06065940600,065,940600,8,0,8
06065940700,065,940700,7,16,23
06065940800,065,940800,2,2,4
06065940900,065,940900,2,0,2
06065941000,065,941000,21,0,21
06065941100,065,941100,3,0,3
06037201120,037,201120,68,24,92
06037201200,037,201200,25,12,37
06037201501,037,201501,25,47,72
06037201700,037,201700,0,36,36
06037203300,037,203300,6,0,6
06037206020,037,206020,0,4,4
06037208610,037,208610,9,22,31
06037208620,037,208620,9,19,28
06037209102,037,209102,0,0,0
06037211701,037,211701,43,0,43
06037135201,037,135201,3,0,3
06037137000,037,137000,30,15,45
06037137501,037,137501,8,0,8
06037651002,037,651002,25,13,38
06037651201,037,651201,29,0,29
06037651221,037,651221,17,0,17
06037670403,037,670403,0,0,0
06037670413,037,670413,32,0,32
06037670701,037,670701,48,0,48
06037700300,037,700300,41,0,41
06037701501,037,701501,91,0,91
06037701701,037,701701,19,0,19
06037702201,037,702201,0,0,0
06059063103,059,063103,12,0,12
06059063701,059,063701,11,38,49
06037702700,037,702700,0,14,14
06037702801,037,702801,10,30,40
06037703001,037,703001,62,0,62
06037900504,037,900504,26,0,26
06037900602,037,900602,16,7,23
06037900703,037,900703,3,0,3
06037910201,037,910201,36,0,36
06037213202,037,213202,17,0,17
06037214100,037,214100,0,0,0
06037217100,037,217100,10,48,58
06037920044,037,920044,54,5,59
06037920045,037,920045,7,9,16
06037920114,037,920114,19,0,19
06037920102,037,920102,57,0,57
06037920115,037,920115,0,0,0
06037920116,037,920116,62,12,74
06037920118,037,920118,77,0,77
06037920119,037,920119,7,0,7
06037920336,037,920336,42,27,69
06037920337,037,920337,35,26,61
06037920338,037,920338,57,0,57
06037920339,037,920339,22,18,40
06037930101,037,930101,0,0,0
06037930301,037,930301,0,0,0
06037980001,037,980001,0,0,0
06037980002,037,980002,0,0,0
06037980003,037,980003,0,0,0
06037980004,037,980004,0,0,0
06037980008,037,980008,6,0,6
06037980005,037,980005,0,0,0
06037980006,037,980006,0,0,0
06037980007,037,980007,0,0,0
06037980009,037,980009,0,0,0
06037980024,037,980024,12,0,12
06037980010,037,980010,0,0,0
06059042319,059,042319,32,0,32
06059042324,059,042324,18,0,18
06059042326,059,042326,0,0,0
06059042329,059,042329,0,0,0
06059042330,059,042330,31,47,78
06059042335,059,042335,75,0,75
06059042336,059,042336,67,0,67
06059042337,059,042337,18,0,18
06037530102,037,530102,15,36,51
06037104610,037,104610,14,0,14
06037106510,037,106510,20,29,49
06037106641,037,106641,11,0,11
06037113213,037,113213,65,0,65
06037113233,037,113233,50,21,71
06037113303,037,113303,25,9,34
06037115302,037,115302,22,8,30
06037117302,037,117302,14,0,14
06037121900,037,121900,15,3,18
06037900606,037,900606,0,0,0
06037900803,037,900803,13,46,59
06037901101,037,901101,19,7,26
06037910202,037,910202,32,0,32
06037910404,037,910404,5,11,16
06037910601,037,910601,23,29,52
06037910808,037,910808,0,9,9
06037920013,037,920013,7,12,19
06037920016,037,920016,31,8,39
06037463300,037,463300,11,0,11
06037430802,037,430802,46,0,46
06037431900,037,431900,22,0,22
06037460700,037,460700,14,0,14
06037462100,037,462100,13,21,34
06037462400,037,462400,0,0,0
06037203100,037,203100,40,9,49
06037203500,037,203500,6,0,6
06037203720,037,203720,0,0,0
06037204200,037,204200,22,10,32
06037204300,037,204300,33,15,48
06037209300,037,209300,0,27,27
06037209820,037,209820,9,5,14
06037403323,037,403323,42,10,52
06037403401,037,403401,20,0,20
06037404000,037,404000,27,0,27
06059063903,059,063903,0,7,7
06059063905,059,063905,42,26,68
06059074004,059,074004,0,0,0
06059074502,059,074502,15,33,48
06059075002,059,075002,37,0,37
06059075201,059,075201,54,20,74
06059075302,059,075302,37,20,57
06059076103,059,076103,32,107,139
06059076206,059,076206,6,0,6
06059001402,059,001402,57,6,63
06059001404,059,001404,25,0,25
06059001602,059,001602,38,0,38
06059001801,059,001801,18,54,72
06059001902,059,001902,12,0,12
06059011401,059,011401,5,0,5
06065041912,065,041912,57,11,68
06065041913,065,041913,28,0,28
06065042012,065,042012,42,19,61
06065042014,065,042014,46,86,132
06065042013,065,042013,9,0,9
06065042217,065,042217,9,10,19
06073021900,073,021900,39,16,55
06073022000,073,022000,0,37,37
06073022100,073,022100,76,33,109
06073990100,073,990100,0,0,0
06037143901,037,143901,37,0,37
06037183220,037,183220,0,0,0
06037185100,037,185100,34,0,34
06037185320,037,185320,0,8,8
06037186100,037,186100,13,0,13
06037261101,037,261101,24,0,24
06037243000,037,243000,67,0,67
06037262100,037,262100,15,0,15
06037262303,037,262303,32,0,32
06037262601,037,262601,13,0,13
06037400900,037,400900,38,0,38
06037401102,037,401102,0,0,0
06037401312,037,401312,9,0,9
06037402200,037,402200,43,14,57
06037408723,037,408723,13,5,18
06059021823,059,021823,23,0,23
06059021824,059,021824,20,0,20
06059021914,059,021914,60,4,64
06059032028,059,032028,17,0,17
06059032033,059,032033,30,0,30
06059032043,059,032043,10,9,19
06059042103,059,042103,20,11,31
06059042113,059,042113,6,9,15
06037209510,037,209510,0,0,0
06037212304,037,212304,0,3,3
06037530602,037,530602,27,0,27
06037532605,037,532605,0,30,30
06037535502,037,535502,0,15,15
06037540600,037,540600,0,48,48
06037543802,037,543802,60,14,74
06037551900,037,551900,31,0,31
06037554001,037,554001,0,0,0
06037602003,037,602003,28,0,28
06037553902,037,553902,21,0,21
06037910402,037,910402,14,18,32
06037920331,037,920331,9,30,39
06037138000,037,138000,36,0,36
06037181600,037,181600,15,0,15
06037187200,037,187200,16,0,16
06037191420,037,191420,3,0,3
06037195500,037,195500,24,0,24
06037408212,037,408212,33,0,33
06037139503,037,139503,32,0,32
06037139504,037,139504,7,8,15
06037408724,037,408724,60,0,60
06037430003,037,430003,90,0,90
06037430901,037,430901,49,26,75
06037430902,037,430902,10,0,10
06037431501,037,431501,10,0,10
06037431502,037,431502,18,0,18
06037433102,037,433102,27,12,39
06037433304,037,433304,0,0,0
06037433305,037,433305,0,39,39
06037433101,037,433101,3,0,3
06037433306,037,433306,9,27,36
06037433307,037,433307,6,30,36
06037433503,037,433503,0,0,0
06037433504,037,433504,7,9,16
06037434003,037,434003,0,16,16
06067002500,067,002500,6,0,6
06067003600,067,003600,14,7,21
06067004004,067,004004,14,0,14
06067004008,067,004008,28,0,28
06067004009,067,004009,0,0,0
06067005101,067,005101,22,32,54
06067005404,067,005404,0,0,0
06067007601,067,007601,10,63,73
06067006400,067,006400,0,31,31
06067006600,067,006600,0,45,45
06067007417,067,007417,18,1,19
06067008007,067,008007,12,18,30
06067008009,067,008009,32,21,53
06067008120,067,008120,17,0,17
06067008127,067,008127,67,0,67
06067008132,067,008132,65,0,65
06067008145,067,008145,70,0,70
06037236400,037,236400,23,0,23
06037237720,037,237720,0,17,17
06037240500,037,240500,36,33,69
06037240900,037,240900,25,33,58
06037261102,037,261102,24,0,24
06037262200,037,262200,5,0,5
06037262301,037,262301,11,0,11
06037262400,037,262400,32,0,32
06037265100,037,265100,0,0,0
06037265301,037,265301,0,0,0
06037530700,037,530700,7,0,7
06037531301,037,531301,0,26,26
06037531502,037,531502,7,21,28
06037103102,037,103102,61,0,61
06037218300,037,218300,0,71,71
06037218400,037,218400,28,13,41
06037219700,037,219700,0,31,31
06037220000,037,220000,17,0,17
06067008008,067,008008,8,19,27
06067008010,067,008010,0,0,0
06067007004,067,007004,22,131,153
06067007007,067,007007,42,0,42
06067008402,067,008402,104,0,104
06067008122,067,008122,0,13,13
06067008140,067,008140,37,33,70
06067008209,067,008209,0,0,0
06067009111,067,009111,10,49,59
06067009308,067,009308,11,23,34
06037555202,037,555202,0,0,0
06037555211,037,555211,47,40,87
06037555212,037,555212,0,28,28
06037570800,037,570800,39,0,39
06037407002,037,407002,23,12,35
06059086701,059,086701,103,25,128
06059086803,059,086803,0,15,15
06059086901,059,086901,17,26,43
06059087101,059,087101,0,6,6
06059088201,059,088201,27,0,27
06059099513,059,099513,0,0,0
06059110010,059,110010,33,0,33
06059110603,059,110603,0,59,59
06059110604,059,110604,29,0,29
06059021815,059,021815,67,0,67
06059021821,059,021821,90,105,195
06059021826,059,021826,57,0,57
06059021829,059,021829,61,0,61
06059021917,059,021917,0,0,0
06059021924,059,021924,0,0,0
06059032011,059,032011,0,0,0
06059032013,059,032013,35,0,35
06059032015,059,032015,57,0,57
06059032042,059,032042,9,0,9
06059032047,059,032047,53,0,53
06059042201,059,042201,33,35,68
06059042310,059,042310,25,0,25
06059042311,059,042311,90,0,90
06059042315,059,042315,23,0,23
06059042327,059,042327,20,0,20
06059042338,059,042338,17,0,17
06059052427,059,052427,73,0,73
06059052521,059,052521,0,0,0
06059052523,059,052523,8,0,8
06059052525,059,052525,167,54,221
06001450602,001,450602,88,0,88
06059032045,059,032045,8,0,8
06059032046,059,032046,12,0,12
06059032048,059,032048,8,0,8
06059032053,059,032053,69,0,69
06059042108,059,042108,68,20,88
06059042305,059,042305,10,0,10
06059042332,059,042332,0,23,23
06059052411,059,052411,0,0,0
06059052422,059,052422,120,0,120
06059052424,059,052424,8,0,8
06001443001,001,443001,18,0,18
